var_index,var_name,scan_step,scan_value,lb,mid_value,ub,objective_kg,max_bend,max_shear,cv,feasible,error_flag,g_bend,g_shear,g_web_L1,g_flange_L1,g_web_L2,g_flange_L2,g_web_R1,g_flange_R1
2,t_web_L1,1,4,4,7,10,2313.866628,86.373489,38.31683,64.4998428095238,0,0,14.373489,2.31683,45,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,2,4.6,4,7,10,2327.431428,86.953758,34.429287,49.7198035486542,0,0,14.953758,-1.570713,31.9565217391304,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,3,5.2,4,7,10,2340.996228,87.214462,31.321491,39.9470627326007,0,0,15.214462,-4.678509,21.9230769230769,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,4,5.8,4,7,10,2354.561028,87.253471,28.778559,32.0285120509031,0,0,15.253471,-7.221441,13.9655172413793,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,5,6.4,4,7,10,2368.125828,87.134644,26.657986,25.4441678095238,0,0,15.134644,-9.342014,7.5,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,6,7,4,7,10,2381.690628,86.901192,24.865898,19.853572952381,0,0,14.901192,-11.134102,2.14285714285715,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,7,7.6,4,7,10,2395.255428,86.58329,23.328548,17.3928138095238,0,0,14.58329,-12.671452,-2.36842105263158,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,8,8.2,4,7,10,2408.820228,86.202545,21.99395,17.0120688095238,0,0,14.202545,-14.00605,-6.21951219512195,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,9,8.8,4,7,10,2422.385028,85.77475,20.823881,16.5842738095238,0,0,13.77475,-15.176119,-9.54545454545455,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,10,9.4,4,7,10,2435.949828,85.311661,19.789169,16.1211848095238,0,0,13.311661,-16.210831,-12.4468085106383,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
2,t_web_L1,11,10,4,7,10,2449.514628,84.822159,18.86718,15.6316828095238,0,0,12.822159,-17.13282,-15,0.333333333333334,2.14285714285715,0.333333333333334,-20,-0.285714285714286
